"section","courseID","school","session","course_title","instructor","course_description","section_name","department","origin","total_enrolled","N.Sections","semester","course_desc","year","all_semesters","course_level"
29146,"ASTE-581","Andrew and Erna Viterbi School of Engineering",48,"Orbital Mechanics II","","Theory of perturbations of orbits; numerical methods in orbital mechanics; satellite dynamics; averaging methods; resonance; mission analysis.","","ASTE",20251,0,2,"SP25","Orbital Mechanics II -  - Theory of perturbations of orbits; numerical methods in orbital mechanics; satellite dynamics; averaging methods; resonance; mission analysis.","AY25","SP25","graduate"
29148,"ASTE-584","Andrew and Erna Viterbi School of Engineering",48,"Spacecraft Power Systems","","Introduction to solar arrays, batteries, nuclear power sources, mechanical energy storage.  Application, theory of operation, practical considerations.  Subsystem topologies and performance. Design optimization techniques.  Graduate standing in engineering or science.","","ASTE",20251,0,2,"SP25","Spacecraft Power Systems -  - Introduction to solar arrays, batteries, nuclear power sources, mechanical energy storage.  Application, theory of operation, practical considerations.  Subsystem topologies and performance. Design optimization techniques.  Graduate standing in engineering or science.","AY25","SP25","graduate"
29149,"ASTE-586","Andrew and Erna Viterbi School of Engineering",48,"Spacecraft Attitude Dynamics","Goodson, Troy, D.","Dynamics of systems of particles and rigid bodies; spacecraft attitude systems; attitude maneuvers (spin, precession, nutation, etc.); attitude stabilization and attitude determination; simulation methods.","","ASTE",20251,0,2,"SP25","Spacecraft Attitude Dynamics -  - Dynamics of systems of particles and rigid bodies; spacecraft attitude systems; attitude maneuvers (spin, precession, nutation, etc.); attitude stabilization and attitude determination; simulation methods.","AY25","SP25","graduate"
29150,"ASTE-546","Andrew and Erna Viterbi School of Engineering",48,"Computational Plasma Dynamics","","Plasma simulation techniques: particle-in-cell (PIC); PIC with Monte Carlo; computational electromagnetics; computational magnetohydrodynamics. Parallelization. Applications in engineering and space plasma physics. Prerequisite: ASTE 505a.","","ASTE",20251,0,4,"SP25","Computational Plasma Dynamics -  - Plasma simulation techniques: particle-in-cell (PIC); PIC with Monte Carlo; computational electromagnetics; computational magnetohydrodynamics. Parallelization. Applications in engineering and space plasma physics. Prerequisite: ASTE 505a.","AY25","SP25","graduate"
29166,"ASTE-529","Andrew and Erna Viterbi School of Engineering",34,"Safety of Space Systems and Space Missions","","Engineering methodology and analysis techniques for safety certification and mission assurance of robotic and human space systems and space missions by government and commercial industry. Recommended preparation: ASTE 520 or some experience in space engineering. Open only to Engineering graduate stu dents.","","ASTE",20251,0,1,"SP25","Safety of Space Systems and Space Missions -  - Engineering methodology and analysis techniques for safety certification and mission assurance of robotic and human space systems and space missions by government and commercial industry. Recommended preparation: ASTE 520 or some experience in space engineering. Open only to Engineering graduate stu dents.","AY25","SP25","graduate"
29174,"ASTE-572","Andrew and Erna Viterbi School of Engineering",34,"Advanced Spacecraft Propulsion","","Nuclear, electric, sails, and far-term propulsion systems. Overviews of nozzles, heat transfer, electromagnetics, rarefied gases, and plasma physics. Analysis of electrothermal, electrostatic and electromagnetic thrusters. Graduate standing in engineering or science.","","ASTE",20251,0,1,"SP25","Advanced Spacecraft Propulsion -  - Nuclear, electric, sails, and far-term propulsion systems. Overviews of nozzles, heat transfer, electromagnetics, rarefied gases, and plasma physics. Analysis of electrothermal, electrostatic and electromagnetic thrusters. Graduate standing in engineering or science.","AY25","SP25","graduate"
29184,"ASTE-574","Andrew and Erna Viterbi School of Engineering",48,"Space Launch Vehicle Design","","Fundamentals, technologies, and design of space launch vehicles. Propulsion, trajectory analysis and optimization, static and dynamic structural loads, stability, control, and safety.","","ASTE",20251,0,2,"SP25","Space Launch Vehicle Design -  - Fundamentals, technologies, and design of space launch vehicles. Propulsion, trajectory analysis and optimization, static and dynamic structural loads, stability, control, and safety.","AY25","SP25","graduate"
29188,"ASTE-683","Andrew and Erna Viterbi School of Engineering",48,"Advanced Spacecraft Navigation","","Advanced topics in spacecraft navigation: Rendezvous, frozen/sun synchronous orbits, stationkeeping. Nonlinear filtering for orbit and attitude determination. Optical navigation. Mission applications. Prerequisites: ASTE 580 and ASTE 583. Recommended preparation: Skill in MATLAB programming.","","ASTE",20251,0,2,"SP25","Advanced Spacecraft Navigation -  - Advanced topics in spacecraft navigation: Rendezvous, frozen/sun synchronous orbits, stationkeeping. Nonlinear filtering for orbit and attitude determination. Optical navigation. Mission applications. Prerequisites: ASTE 580 and ASTE 583. Recommended preparation: Skill in MATLAB programming.","AY25","SP25","graduate"
29200,"BME-210","Andrew and Erna Viterbi School of Engineering",1,"Biomedical Computer Simulation Methods","D'Argenio, David, Z","Computational methods for simulation of circulatory, respiratory, pharmacokinetic, and neural models. Quadrature, differential equations, systems of linear equations, simulation languages, experimental statistics.","","BME",20251,0,4,"SP25","Biomedical Computer Simulation Methods -  - Computational methods for simulation of circulatory, respiratory, pharmacokinetic, and neural models. Quadrature, differential equations, systems of linear equations, simulation languages, experimental statistics.","AY25","SP25","undergrad lower division"
29202,"BME-201","Andrew and Erna Viterbi School of Engineering",1,"Biomedical Engineering Practice","Yamashiro, Stan","Examination of the technical and practical challenges involved in the development of medical devices, including neural implants, in industry and the clinical setting.  Recommended preparation: BME 101.","","BME",20251,0,1,"SP25","Biomedical Engineering Practice -  - Examination of the technical and practical challenges involved in the development of medical devices, including neural implants, in industry and the clinical setting.  Recommended preparation: BME 101.","AY25","SP25","undergrad lower division"
29203,"BME-101","Andrew and Erna Viterbi School of Engineering",1,"Introduction to Biomedical Engineering","Yen, Jesse, Tong-Pin","Historical development and survey of major areas comprising biomedical engineering: theoretical neurobiology and systems physiology, biomedical instrumentation, artificial organ and prosthetic devices, biomedical computer applications.","","BME",20251,0,5,"SP25","Introduction to Biomedical Engineering -  - Historical development and survey of major areas comprising biomedical engineering: theoretical neurobiology and systems physiology, biomedical instrumentation, artificial organ and prosthetic devices, biomedical computer applications.","AY25","SP25","undergrad lower division"
29228,"BME-403","Andrew and Erna Viterbi School of Engineering",1,"Physiological Systems","Yamashiro, Stan","A thorough bioengineering treatment of the physiological properties of various mammalian organ systems: e.g., cardiovascular, respiratory, renal, and musculoskeletal.","","BME",20251,0,3,"SP25","Physiological Systems -  - A thorough bioengineering treatment of the physiological properties of various mammalian organ systems: e.g., cardiovascular, respiratory, renal, and musculoskeletal.","AY25","SP25","undergrad upper division"
29231,"BME-405","Andrew and Erna Viterbi School of Engineering",1,"Senior Projects: Measurements and Instrumentation","Mai, John","Application of instrumentation and measurement techniques to biomedical engineering projects involving measurement, replacement or augmentation of biomedical systems.","","BME",20251,0,3,"SP25","Senior Projects: Measurements and Instrumentation -  - Application of instrumentation and measurement techniques to biomedical engineering projects involving measurement, replacement or augmentation of biomedical systems.","AY25","SP25","undergrad upper division"
